Account Type,Fund,Department,Business Unit,Account Classification,Account Code And Description,2019 Adopted Budget,2020 Adopted Budget,2021 Projected Budget,Fund Number,Department Number,Business Unit Number
Expenses,SEWER FUND,UTILITIES,2011 A BONDS- SEWER DEBT SERV.,Debt Service,68315 DEBT SERVICE- INTEREST,"18,620","17,846","16,896",515,71,7512
Expenses,SEWER FUND,UTILITIES,IEPA PH 5C DS (L171068),Debt Service,68305 DEBT SERVICE- PRINCIPAL,"268,751",0,0,515,71,7570
Expenses,SEWER FUND,UTILITIES,IEPA PH 5C DS (L171068),Debt Service,68315 DEBT SERVICE- INTEREST,"3,850",0,0,515,71,7570
Expenses,SEWER FUND,UTILITIES,IEPA PH 7E DS (L171069),Debt Service,68305 DEBT SERVICE- PRINCIPAL,"126,114",0,0,515,71,7580
Expenses,SEWER FUND,UTILITIES,IEPA PH 7E DS (L171069),Debt Service,68315 DEBT SERVICE- INTEREST,"5,886",0,0,515,71,7580
Expenses,SEWER FUND,UTILITIES,IEPA PH 7G DS (L171126),Debt Service,68305 DEBT SERVICE- PRINCIPAL,"151,562",0,0,515,71,7585
Expenses,SEWER FUND,UTILITIES,IEPA PH 7G DS (L171126),Debt Service,68315 DEBT SERVICE- INTEREST,"2,171",0,0,515,71,7585
Expenses,SEWER FUND,UTILITIES,IEPA 174430 DS,Debt Service,68305 DEBT SERVICE- PRINCIPAL,"130,259","133,265","136,341",515,71,7598
Expenses,SEWER FUND,UTILITIES,IEPA 174430 DS,Debt Service,68315 DEBT SERVICE- INTEREST,"52,121","49,114","46,038",515,71,7598
Expenses,SEWER FUND,UTILITIES,IEPA PH 6A DS (L170891),Debt Service,68305 DEBT SERVICE- PRINCIPAL,"1,127,115","1,156,895","589,860",515,71,7600
Expenses,SEWER FUND,UTILITIES,IEPA PH 6A DS (L170891),Debt Service,68315 DEBT SERVICE- INTEREST,"68,091","38,309","7,741",515,71,7600
Expenses,SEWER FUND,UTILITIES,IEPA 8A DS (L170893),Debt Service,68305 DEBT SERVICE- PRINCIPAL,"574,104","588,749","603,768",515,71,7605
Expenses,SEWER FUND,UTILITIES,IEPA 8A DS (L170893),Debt Service,68315 DEBT SERVICE- INTEREST,"41,168","26,522","11,502",515,71,7605
Expenses,SEWER FUND,UTILITIES,IEPA 7H DS (L171192),Debt Service,68305 DEBT SERVICE- PRINCIPAL,"167,867","172,779","155,503",515,71,7610
Expenses,SEWER FUND,UTILITIES,IEPA 7H DS (L171192),Debt Service,68315 DEBT SERVICE- INTEREST,"13,203","8,290","3,235",515,71,7610
Expenses,SEWER FUND,UTILITIES,IEPA 10B DS (L171452),Debt Service,68305 DEBT SERVICE- PRINCIPAL,"364,244","373,407","382,800",515,71,7616
Expenses,SEWER FUND,UTILITIES,IEPA 10B DS (L171452),Debt Service,68315 DEBT SERVICE- INTEREST,"77,334","68,170","58,777",515,71,7616
Expenses,SEWER FUND,UTILITIES,IEPA S82B-1 DS(L172471),Debt Service,68305 DEBT SERVICE- PRINCIPAL,"580,010","594,600","609,558",515,71,7617
Expenses,SEWER FUND,UTILITIES,IEPA S82B-1 DS(L172471),Debt Service,68315 DEBT SERVICE- INTEREST,"140,832","126,241","111,283",515,71,7617
Expenses,SEWER FUND,UTILITIES,IEPA S82B-2 DS (L172736),Debt Service,68305 DEBT SERVICE- PRINCIPAL,"348,097","356,853","365,830",515,71,7618
Expenses,SEWER FUND,UTILITIES,IEPA S82B-2 DS (L172736),Debt Service,68315 DEBT SERVICE- INTEREST,"89,929","81,172","72,195",515,71,7618
Expenses,SEWER FUND,UTILITIES,IEPA 6C DS (L171129),Debt Service,68305 DEBT SERVICE- PRINCIPAL,"290,495","298,317","306,351",515,71,7620
Expenses,SEWER FUND,UTILITIES,IEPA 6C DS (L171129),Debt Service,68315 DEBT SERVICE- INTEREST,"39,074","31,250","23,217",515,71,7620
Expenses,SEWER FUND,UTILITIES,IEPA PH 8B DS (L171193),Debt Service,68305 DEBT SERVICE- PRINCIPAL,"221,957","227,697","233,587",515,71,7621
Expenses,SEWER FUND,UTILITIES,IEPA PH 8B DS (L171193),Debt Service,68315 DEBT SERVICE- INTEREST,"35,100","29,358","23,469",515,71,7621
Expenses,SEWER FUND,UTILITIES,IEPA PH 9A DS (L170894),Debt Service,68305 DEBT SERVICE- PRINCIPAL,"286,142","293,542","301,135",515,71,7622
Expenses,SEWER FUND,UTILITIES,IEPA PH 9A DS (L170894),Debt Service,68315 DEBT SERVICE- INTEREST,"45,250","37,848","30,256",515,71,7622
Expenses,SEWER FUND,UTILITIES,IEPA PH 10A DS (L170895),Debt Service,68305 DEBT SERVICE- PRINCIPAL,"497,772","510,647","623,855",515,71,7623
Expenses,SEWER FUND,UTILITIES,IEPA PH 10A DS (L170895),Debt Service,68315 DEBT SERVICE- INTEREST,"86,124","73,249","60,041",515,71,7623
Revenues,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Property Taxes,51015 PROPERTY TAXES,"820,000","1,332,500","1,332,500",520,40,4310
Revenues,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,"Licenses, Permits and Fees",52186 SOLID WASTE FRANCHISE FEES,"160,000","172,000","172,000",520,40,4310
Revenues,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,"Licenses, Permits and Fees",53615 SANIT SPECIAL PICKUP FEES,"326,000","125,000","125,000",520,40,4310
Revenues,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Charges for Services,53605 RESIDENTIAL REFUSE,"3,244,770","3,187,000","3,187,000",520,40,4310
Revenues,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Charges for Services,53610 RESIDENTIAL REFUSE-- PENALTY,"45,000","45,000","45,000",520,40,4310
Revenues,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Charges for Services,53620 APARTMENT REFUSE FEES,"153,600","143,200","143,200",520,40,4310
Revenues,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Charges for Services,53621 CONDOMINIUM REFUSE FEES,"578,200","603,000","603,000",520,40,4310
Revenues,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Charges for Services,56156 YARD WASTE FEE,"217,700","224,100","224,100",520,40,4310
Revenues,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Interfund Transfers,57005 FROM GENERAL FUND,"150,000",0,0,520,40,4310
Revenues,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Other Revenue,53196 WASTE TRANSFER STATION REVENUE,"100,000","100,000","100,000",520,40,4310
Revenues,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Other Revenue,53602 INCENTIVES PROGRAM,"20,000","4,000","4,000",520,40,4310
Revenues,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Other Revenue,56155 TRASH CART SALES,"18,000","18,000","18,000",520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS,GENRAL SUPPORT,Debt Service,68305 DEBT SERVICE- PRINCIPAL,"22,019",0,0,520,26,7651
Expenses,SOLID WASTE FUND,PUBLIC WORKS,GENRAL SUPPORT,Debt Service,68315 DEBT SERVICE- INTEREST,726,0,0,520,26,7651
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Salary and Benefits,61010 REGULAR PAY,"763,195","947,967","978,549.14",520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Salary and Benefits,61070 JOB TRAINING AND INTERNSHIPS,0,"20,000","20,000",520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Salary and Benefits,61110 OVERTIME PAY,"45,000","65,000","65,000",520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Salary and Benefits,61510 HEALTH INSURANCE,"154,584","186,912","187,321",520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Salary and Benefits,61615 LIFE INSURANCE,430,563,667.66,520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Salary and Benefits,61625 AUTO ALLOWANCE,338,310,337.44,520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Salary and Benefits,61630 SHOE ALLOWANCE,"3,740","3,794","3,793.75",520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Salary and Benefits,61710 IMRF,"48,818","82,853","85,524.63",520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Salary and Benefits,61725 SOCIAL SECURITY,"48,691","58,897","60,737.58",520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Salary and Benefits,61730 MEDICARE,"11,413","13,806","14,248.81",520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Salary and Benefits,62001 HEALTH INSURANCE INCREASE 2021,0,0,"3,151",520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Services and Supplies,61060 SEASONAL EMPLOYEES,"74,000","95,220","98,550",520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Services and Supplies,62145 ENGINEERING SERVICES,"20,000",0,0,520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Services and Supplies,62295 TRAINING & TRAVEL,800,800,800,520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Services and Supplies,62340 IT COMPUTER SOFTWARE,"20,000",0,0,520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Services and Supplies,62380 COPY MACHINE CHARGES,"1,326","1,326","1,326",520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Services and Supplies,62390 CONDOMINIUM REFUSE COLL,"433,300","451,000","462,300",520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Services and Supplies,62405 SWANCC DISPOSAL FEES,"750,000","733,125","751,700",520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Services and Supplies,62415 RESIDENTIAL DEBRIS/REMOVAL CONTRACTUAL COSTS,"1,626,400","1,667,000","1,708,700",520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Services and Supplies,62417 YARD WASTE REMOVAL CONTRACTUAL COSTS,"671,200","689,100","706,350",520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Services and Supplies,62509  SERVICE AGREEMENTS/ CONTRACTS,0,"10,000","10,000",520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Services and Supplies,62705 BANK SERVICE CHARGES,"1,000","1,000","1,000",520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Services and Supplies,64540 TELECOMMUNICATIONS - WIRELESS,500,500,500,520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Services and Supplies,65015 CHEMICALS/ SALT,200,200,200,520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Services and Supplies,65020 CLOTHING,250,250,250,520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Services and Supplies,65055 MATER. TO MAINT. IMP.,400,400,400,520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Services and Supplies,65085 MINOR EQUIPMENT & TOOLS,700,700,700,520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Services and Supplies,65090 SAFETY EQUIPMENT,"1,000","1,000","1,000",520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Capital Outlay,65550 AUTOMOTIVE EQUIPMENT,"283,900","292,520","301,300",520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Capital Outlay,65625 FURNITURE & FIXTURES,"102,750","65,000","65,000",520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Miscellaneous,67107 OUTREACH,"7,500","10,000","10,000",520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Interfund Transfers,62305 RENTAL OF AUTO-FLEET MAINTENANCE,"322,362","322,362","322,362",520,40,4310
Expenses,SOLID WASTE FUND,PUBLIC WORKS AGENCY,RECYCLING AND ENVIRONMENTAL MAIN,Interfund Transfers,66156 TRANSFER TO CAPITAL IMPROVEMENT FUND,0,"116,100",0,520,40,4310
Revenues,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Charges for Services,53750 CHARGES TO GENERAL FUND,"2,137,305","2,158,326","2,200,768",600,19,7710
Revenues,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Charges for Services,53752 CHARGES TO HUMAN SERVICES FUND,0,"1,086","1,086",600,19,7710
Revenues,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Charges for Services,53755 CHARGES TO PARKING FUND,"159,517","159,517","170,843",600,19,7710
Revenues,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Charges for Services,53756 Charges to CDBG,824,824,824,600,19,7710
Revenues,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Charges for Services,53760 CHARGES TO WATER FUND,"132,754","172,580","181,209",600,19,7710
Revenues,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Charges for Services,53770 CHARGES TO SEWER FUND,"192,213","249,877","262,371",600,19,7710
Revenues,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Charges for Services,53777 CHARGES TO SOLID WASTE FUND,"322,362","322,362","322,362",600,19,7710
Revenues,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Charges for Services,57013 FROM LIBRARY FUND TO FLEET FUND,"5,440","5,440","5,440",600,19,7710
Revenues,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Other Revenue,56020 DAMAGE TO CITY VEHICLES,"25,000","25,000","25,000",600,19,7710
Revenues,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Other Revenue,56045 MISCELLANEOUS REVENUE,"1,781","1,781","1,781",600,19,7710
Revenues,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Other Revenue,56062 FUEL REIMB - SCHOOL DIST 65/202,"55,000","55,000","55,000",600,19,7710
Revenues,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Interest Income,56501 INVESTMENT INCOME,"1,000","1,000","1,000",600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Salary and Benefits,61010 REGULAR PAY,"786,373","798,482","820,448.51",600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Salary and Benefits,61110 OVERTIME PAY,"21,920","21,920","21,920",600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Salary and Benefits,61510 HEALTH INSURANCE,"189,030","171,904","171,903.7",600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Salary and Benefits,61615 LIFE INSURANCE,133,585,599.2,600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Salary and Benefits,61630 SHOE ALLOWANCE,"2,633","2,583","2,582.5",600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Salary and Benefits,61710 IMRF,"52,699","69,788","71,707.03",600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Salary and Benefits,61725 SOCIAL SECURITY,"52,608","49,666","51,027.92",600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Salary and Benefits,61730 MEDICARE,"12,305","11,616","11,933.89",600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Salary and Benefits,62001 HEALTH INSURANCE INCREASE 2021,0,0,"3,442",600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Services and Supplies,62240 AUTOMOTIVE EQMP MAINT,"18,000","37,910","37,910",600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Services and Supplies,62245 OTHER EQMT MAINTENANCE,"6,000",0,0,600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Services and Supplies,62275 POSTAGE CHARGEBACKS,400,400,400,600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Services and Supplies,62295 TRAINING & TRAVEL,"4,200","6,950","6,950",600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Services and Supplies,62340 IT COMPUTER SOFTWARE,"5,395","5,395","5,395",600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Services and Supplies,62355 LAUNDRY/OTHER CLEANING,"17,000","17,000","17,000",600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Services and Supplies,62360 MEMBERSHIP DUES,"1,625","1,625","1,625",600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Services and Supplies,62375 RENTALS,"1,000","1,000","1,000",600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Services and Supplies,62380 COPY MACHINE CHARGES,519,519,519,600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Services and Supplies,64505 TELECOMMUNICATIONS,"4,744",0,0,600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Services and Supplies,64540 TELECOMMUNICATIONS - WIRELESS,"2,250","16,994","16,994",600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Services and Supplies,65015 CHEMICALS/ SALT,"12,886","4,886","4,886",600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Services and Supplies,65020 CLOTHING,663,663,663,600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Services and Supplies,65035 PETROLEUM PRODUCTS,"750,000","750,000","750,000",600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Services and Supplies,65040 JANITORIAL SUPPLIES,417,417,417,600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Services and Supplies,65050 BLDG MAINTENANCE MATERIAL,"15,250",0,0,600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Services and Supplies,65055 MATER. TO MAINT. IMP.,"2,910",0,0,600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Services and Supplies,65060 MATER. TO MAINT. AUTOS,"1,050,000","1,055,250","1,055,250",600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Services and Supplies,65065 TIRES & TUBES,"100,000","100,000","100,000",600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Services and Supplies,65085 MINOR EQUIPMENT & TOOLS,"24,000","24,000","24,000",600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Services and Supplies,65090 SAFETY EQUIPMENT,"10,498","10,498","10,498",600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Services and Supplies,65095 OFFICE SUPPLIES,"2,300","1,000","1,000",600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Contingencies,68205 CONTINGENCIES,450,0,0,600,19,7710
Expenses,FLEET SERVICES FUND,ADMINISTRATIVE SERVICES,FLEET MAINTENANCE,Interfund Transfers,66025 TRANSFER TO DEBT SERVICE - ERI,"35,114",0,0,600,19,7710
Revenues,EQUIPMENT REPLACEMENT FUND,ADMINISTRATIVE SERVICES,VEHICLE REPLACEMENTS,Charges for Services,53750 CHARGES TO GENERAL FUND,"1,272,608","1,470,934","1,470,934",601,19,7780
Revenues,EQUIPMENT REPLACEMENT FUND,ADMINISTRATIVE SERVICES,VEHICLE REPLACEMENTS,Charges for Services,53752 CHARGES TO HUMAN SERVICES FUND,0,"2,266","2,266",601,19,7780
Revenues,EQUIPMENT REPLACEMENT FUND,ADMINISTRATIVE SERVICES,VEHICLE REPLACEMENTS,Charges for Services,53755 CHARGES TO PARKING FUND,"30,900",0,0,601,19,7780
Revenues,EQUIPMENT REPLACEMENT FUND,ADMINISTRATIVE SERVICES,VEHICLE REPLACEMENTS,Charges for Services,53756 Charges to CDBG,"1,339","1,339","1,339",601,19,7780
Revenues,EQUIPMENT REPLACEMENT FUND,ADMINISTRATIVE SERVICES,VEHICLE REPLACEMENTS,Charges for Services,57014 FROM LIBRARY FUND TO EQUIPMENT REPLACEMENT FUND,"4,885","4,885","4,885",601,19,7780
Revenues,EQUIPMENT REPLACEMENT FUND,ADMINISTRATIVE SERVICES,VEHICLE REPLACEMENTS,Other Revenue,56060 BOND PROCEEDS,0,"660,000",0,601,19,7780
Revenues,EQUIPMENT REPLACEMENT FUND,ADMINISTRATIVE SERVICES,VEHICLE REPLACEMENTS,Other Revenue,56065 SALE OF SURPLUS PROPERTY,"210,217","210,217","210,217",601,19,7780
Expenses,EQUIPMENT REPLACEMENT FUND,ADMINISTRATIVE SERVICES,VEHICLE REPLACEMENTS,Services and Supplies,62375 RENTALS,"25,000",0,0,601,19,7780
Expenses,EQUIPMENT REPLACEMENT FUND,ADMINISTRATIVE SERVICES,VEHICLE REPLACEMENTS,Services and Supplies,62402 VEHICLE LEASE CHARGES,"50,000",0,0,601,19,7780
Expenses,EQUIPMENT REPLACEMENT FUND,ADMINISTRATIVE SERVICES,VEHICLE REPLACEMENTS,Capital Outlay,65515 OTHER IMPROVEMENTS,0,"660,000",0,601,19,7780
Expenses,EQUIPMENT REPLACEMENT FUND,ADMINISTRATIVE SERVICES,VEHICLE REPLACEMENTS,Capital Outlay,65550 AUTOMOTIVE EQUIPMENT,"1,547,977","2,000,000","2,000,000",601,19,7780
Revenues,INSURANCE FUND,NON-DEPARTMENTAL,RISK MANAGEMENT,Interfund Transfers,57135 FROM WATER FUND,0,"1,000,000","1,000,000",605,99,7800
Revenues,INSURANCE FUND,NON-DEPARTMENTAL,RISK MANAGEMENT,Other Revenue,56045 MISCELLANEOUS REVENUE,"5,000",0,0,605,99,7800
Revenues,INSURANCE FUND,NON-DEPARTMENTAL,RISK MANAGEMENT,Other Revenue,57035 FROM HOME FUND,856,856,856,605,99,7800
Revenues,INSURANCE FUND,NON-DEPARTMENTAL,RISK MANAGEMENT,Workers Compensation and Liability,57204 LIABILITY/PROPERTY CONTRIBUTION- GENERAL FUND,"2,943,687","2,833,106","2,833,106",605,99,7800
Revenues,INSURANCE FUND,NON-DEPARTMENTAL,RISK MANAGEMENT,Workers Compensation and Liability,57209 LIABILITY/PROPERTY CONTRIBUTION- CDBG,"8,256","8,256","8,256",605,99,7800
Revenues,INSURANCE FUND,NON-DEPARTMENTAL,RISK MANAGEMENT,Workers Compensation and Liability,57226 SUBROGATION PROCEEDS,"75,000","75,000","75,000",605,99,7800
Revenues,INSURANCE FUND,NON-DEPARTMENTAL,RISK MANAGEMENT,Insurance,57205 LIABILITY/PROPERTY CONTRIBUTION- PARKING FUND,"151,248","158,810","166,751",605,99,7800
Expenses,INSURANCE FUND,NON-DEPARTMENTAL,RISK MANAGEMENT,Salary and Benefits,61625 AUTO ALLOWANCE,"2,768","2,280","2,317.44",605,99,7800
Revenues,INSURANCE FUND,NON-DEPARTMENTAL,RISK MANAGEMENT,Insurance,57206 LIABILITY/PROPERTY CONTRIBUTION- WATER FUND,"221,676","232,760","244,398",605,99,7800
Revenues,INSURANCE FUND,NON-DEPARTMENTAL,RISK MANAGEMENT,Insurance,57207 LIABILITY/PROPERTY CONTRIBUTION- SEWER FUND,"127,749","144,507","144,507",605,99,7800
Revenues,INSURANCE FUND,NON-DEPARTMENTAL,RISK MANAGEMENT,Insurance,57208 LIABILITY/PROPERTY CONTRIBUTION- E911,"8,256","8,256","8,256",605,99,7800
Revenues,INSURANCE FUND,NON-DEPARTMENTAL,RISK MANAGEMENT,Insurance,57211 WORKERS COMP CONTRIBUTION- GENERAL FUND,"1,307,914","1,418,495","1,418,495",605,99,7800
Revenues,INSURANCE FUND,NON-DEPARTMENTAL,RISK MANAGEMENT,Insurance,57212 WORKERS COMP CONTRIBUTION- PARKING FUND,"182,720","191,856","201,449",605,99,7800
Revenues,INSURANCE FUND,NON-DEPARTMENTAL,RISK MANAGEMENT,Insurance,57213 WORKERS COMP CONTRIBUTION- WATER FUND,"267,805","281,195","295,255",605,99,7800
Revenues,INSURANCE FUND,NON-DEPARTMENTAL,RISK MANAGEMENT,Insurance,57214 WORKERS COMP CONTRIBUTION- SEWER FUND,"154,333","162,050","170,152",605,99,7800
